,_id,stratmed_sku,brand_code,brand_name,category,committed_volume,dose_size,dpco_list,form,generic_name,group,gst,manufacturer_code,mrp,price_effective_from_date,price_effective_to_date,purchase_price_w_gst,remarks,roa,status,subcategory,therapy_code,unit_per_pack,uom_pack_type,business_unit,dpco_ceiling_price,hsn_code,innovator_brand,marketed_by,therapy_name,group_name,manufacturer_name,category_name,subcategory_name,form_name,roa_name,created_by,created_date,unit_per_pack_num,update_date,updated_by,1m_mfg_name,generic_code,combined
207503,6008765C16802C03E8B1B230,403547,NAN,CRTP (BIVENTRICULAR PACEMAKER) SYNCRA C2TR01,CAT104,NAN,NAN,NO,FOR150,CRTP (BIVENTRICULAR PACEMAKER) SYNCRA C2TR01,GRP570,12,SMMFG00702-01,375000,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES CRTP (BIVENTRICULAR PACEMAKER) DF-1 LEAD CONNECTOR NON MRI COMPATIBLE,MEDTRONIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,CRTP (BIVENTRICULAR PACEMAKER) SYNCRA C2TR01_OTHERS_NAN_MEDTRONIC_CRTP (BIVENTRICULAR PACEMAKER) SYNCRA C2TR01_1
207504,6008765C16802C03E8B1B231,403548,NAN,CRTP (BIVENTRICULAR PACEMAKER) CONSULTA C3TR01,CAT104,NAN,NAN,NO,FOR150,CRTP (BIVENTRICULAR PACEMAKER) CONSULTA C3TR01,GRP570,12,SMMFG00702-01,500000,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES CRTP (BIVENTRICULAR PACEMAKER) DF-1 LEAD CONNECTOR NON MRI COMPATIBLE,MEDTRONIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,CRTP (BIVENTRICULAR PACEMAKER) CONSULTA C3TR01_OTHERS_NAN_MEDTRONIC_CRTP (BIVENTRICULAR PACEMAKER) CONSULTA C3TR01_1
207510,6008765C16802C03E8B1B237,403554,NAN,CRTP (BIVENTRICULAR PACEMAKER) SYNCRA C2TR01,CAT104,NAN,NAN,NO,FOR150,CRTP (BIVENTRICULAR PACEMAKER) SYNCRA C2TR01,GRP570,12,SMMFG00702-01,558623,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES CRTP (BIVENTRICULAR PACEMAKER) DF-1 LEAD CONNECTOR NON MRI COMPATIBLE,MEDTRONIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,CRTP (BIVENTRICULAR PACEMAKER) SYNCRA C2TR01_OTHERS_NAN_MEDTRONIC_CRTP (BIVENTRICULAR PACEMAKER) SYNCRA C2TR01_1
207528,6008765C16802C03E8B1B249,403572,NAN,CRTP (BIVENTRICULAR PACEMAKER) SYNCRA C2TR01,CAT104,NAN,NAN,NO,FOR150,CRTP (BIVENTRICULAR PACEMAKER) SYNCRA C2TR01,GRP570,12,SMMFG00702-01,558623,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES CRTP (BIVENTRICULAR PACEMAKER) DF-1 LEAD CONNECTOR NON MRI COMPATIBLE,MEDTRONIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,CRTP (BIVENTRICULAR PACEMAKER) SYNCRA C2TR01_OTHERS_NAN_MEDTRONIC_CRTP (BIVENTRICULAR PACEMAKER) SYNCRA C2TR01_1
207630,6008765C16802C03E8B1B2B0,403675,NAN,PACEMAKER DUAL CHAMBER SENSIA DDD SED01,CAT104,NAN,NAN,NO,FOR150,PACEMAKER DUAL CHAMBER SENSIA DDD SED01,GRP577,12,SMMFG00702-01,196445,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER DUAL CHAMBER NON MRI COMPATIBLE,MEDTRONIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER DUAL CHAMBER SENSIA DDD SED01_OTHERS_NAN_MEDTRONIC_PACEMAKER DUAL CHAMBER SENSIA DDD SED01_1
207633,6008765C16802C03E8B1B2B3,403678,NAN,PACEMAKER DUAL CHAMBER SENSIA DDD SED01,CAT104,NAN,NAN,NO,FOR150,PACEMAKER DUAL CHAMBER SENSIA DDD SED01,GRP577,12,SMMFG00702-01,130000,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER DUAL CHAMBER NON MRI COMPATIBLE,MEDTRONIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER DUAL CHAMBER SENSIA DDD SED01_OTHERS_NAN_MEDTRONIC_PACEMAKER DUAL CHAMBER SENSIA DDD SED01_1
207656,6008765C16802C03E8B1B2CA,403701,NAN,PACEMAKER DUAL CHAMBER ESSENTIO EL DR 60L131-100,CAT104,NAN,NAN,NO,FOR150,PACEMAKER DUAL CHAMBER ESSENTIO EL DR 60L131-100,GRP578,12,SMMFG00806-01,376000,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER DUAL CHAMBER RATE RESPONSIVE MRI COMPATIBLE 1.5 TESLA,BOSTON SCIENTIFIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER DUAL CHAMBER ESSENTIO EL DR 60L131-100_OTHERS_NAN_BOSTON SCIENTIFIC_PACEMAKER DUAL CHAMBER ESSENTIO EL DR 60L131-100_1
207665,6008765C16802C03E8B1B2D3,403710,NAN,PACEMAKER DUAL CHAMBER ENDURITY MRI DR PM2172,CAT104,NAN,NAN,NO,FOR150,PACEMAKER DUAL CHAMBER ENDURITY MRI DR PM2172,GRP578,12,SMMFG00794-01,334351,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER DUAL CHAMBER RATE RESPONSIVE MRI COMPATIBLE 1.5 TESLA,ST.JUDE,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER DUAL CHAMBER ENDURITY MRI DR PM2172_OTHERS_NAN_ST.JUDE_PACEMAKER DUAL CHAMBER ENDURITY MRI DR PM2172_1
207666,6008765C16802C03E8B1B2D4,403711,NAN,PACEMAKER DUAL CHAMBER ENDURITY MRI DR PM2172,CAT104,NAN,NAN,NO,FOR150,PACEMAKER DUAL CHAMBER ENDURITY MRI DR PM2172,GRP578,12,SMMFG00794-01,0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER DUAL CHAMBER RATE RESPONSIVE MRI COMPATIBLE 1.5 TESLA,ST.JUDE,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER DUAL CHAMBER ENDURITY MRI DR PM2172_OTHERS_NAN_ST.JUDE_PACEMAKER DUAL CHAMBER ENDURITY MRI DR PM2172_1
207667,6008765C16802C03E8B1B2D5,403712,NAN,PACEMAKER DUAL CHAMBER ESSENTIO EL DR 60L131-100,CAT104,NAN,NAN,NO,FOR150,PACEMAKER DUAL CHAMBER ESSENTIO EL DR 60L131-100,GRP578,12,SMMFG00806-01,376000,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER DUAL CHAMBER RATE RESPONSIVE MRI COMPATIBLE 1.5 TESLA,BOSTON SCIENTIFIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER DUAL CHAMBER ESSENTIO EL DR 60L131-100_OTHERS_NAN_BOSTON SCIENTIFIC_PACEMAKER DUAL CHAMBER ESSENTIO EL DR 60L131-100_1
207676,6008765C16802C03E8B1B2DE,403721,NAN,PACEMAKER DUAL CHAMBER SENSIA DR WITH XTRA LONGIVITY SEDRL1,CAT104,NAN,NAN,NO,FOR150,PACEMAKER DUAL CHAMBER SENSIA DR WITH XTRA LONGIVITY SEDRL1,GRP580,12,SMMFG00702-01,100000,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER DUAL CHAMBER RATE RESPONSIVE NON MRI COMPATIBLE,MEDTRONIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER DUAL CHAMBER SENSIA DR WITH XTRA LONGIVITY SEDRL1_OTHERS_NAN_MEDTRONIC_PACEMAKER DUAL CHAMBER SENSIA DR WITH XTRA LONGIVITY SEDRL1_1
207689,6008765C16802C03E8B1B2EB,403734,NAN,PACEMAKER DUAL CHAMBER ADAPTA DR WITH XTRA LONGIVITY ADDRL1,CAT104,NAN,NAN,NO,FOR150,PACEMAKER DUAL CHAMBER ADAPTA DR WITH XTRA LONGIVITY ADDRL1,GRP580,12,SMMFG00702-01,252690,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER DUAL CHAMBER RATE RESPONSIVE NON MRI COMPATIBLE,MEDTRONIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER DUAL CHAMBER ADAPTA DR WITH XTRA LONGIVITY ADDRL1_OTHERS_NAN_MEDTRONIC_PACEMAKER DUAL CHAMBER ADAPTA DR WITH XTRA LONGIVITY ADDRL1_1
207690,6008765C16802C03E8B1B2EC,403735,NAN,PACEMAKER DUAL CHAMBER EFFECTA DR 371199,CAT104,NAN,NAN,NO,FOR150,PACEMAKER DUAL CHAMBER EFFECTA DR 371199,GRP580,12,SMMFG02183-01,187500,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER DUAL CHAMBER RATE RESPONSIVE NON MRI COMPATIBLE,BIOTRONIK,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER DUAL CHAMBER EFFECTA DR 371199_OTHERS_NAN_BIOTRONIK_PACEMAKER DUAL CHAMBER EFFECTA DR 371199_1
207704,6008765C16802C03E8B1B2FA,403749,NAN,PACEMAKER DUAL CHAMBER SENSIA DR WITH XTRA LONGIVITY SEDRL1,CAT104,NAN,NAN,NO,FOR150,PACEMAKER DUAL CHAMBER SENSIA DR WITH XTRA LONGIVITY SEDRL1,GRP580,12,SMMFG00702-01,303462,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER DUAL CHAMBER RATE RESPONSIVE NON MRI COMPATIBLE,MEDTRONIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER DUAL CHAMBER SENSIA DR WITH XTRA LONGIVITY SEDRL1_OTHERS_NAN_MEDTRONIC_PACEMAKER DUAL CHAMBER SENSIA DR WITH XTRA LONGIVITY SEDRL1_1
207732,6008765C16802C03E8B1B316,403777,NAN,PACEMAKER DUAL CHAMBER ADAPTA DR WITH XTRA LONGIVITY ADDRL1,CAT104,NAN,NAN,NO,FOR150,PACEMAKER DUAL CHAMBER ADAPTA DR WITH XTRA LONGIVITY ADDRL1,GRP580,12,SMMFG00702-01,252690,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER DUAL CHAMBER RATE RESPONSIVE NON MRI COMPATIBLE,MEDTRONIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER DUAL CHAMBER ADAPTA DR WITH XTRA LONGIVITY ADDRL1_OTHERS_NAN_MEDTRONIC_PACEMAKER DUAL CHAMBER ADAPTA DR WITH XTRA LONGIVITY ADDRL1_1
207733,6008765C16802C03E8B1B317,403778,NAN,PACEMAKER DUAL CHAMBER EFFECTA DR 371199,CAT104,NAN,NAN,NO,FOR150,PACEMAKER DUAL CHAMBER EFFECTA DR 371199,GRP580,12,SMMFG02183-01,0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER DUAL CHAMBER RATE RESPONSIVE NON MRI COMPATIBLE,BIOTRONIK,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER DUAL CHAMBER EFFECTA DR 371199_OTHERS_NAN_BIOTRONIK_PACEMAKER DUAL CHAMBER EFFECTA DR 371199_1
207734,6008765C16802C03E8B1B318,403779,NAN,PACEMAKER DUAL CHAMBER VERITY DR 5456+1366/1368,CAT104,NAN,NAN,NO,FOR150,PACEMAKER DUAL CHAMBER VERITY DR 5456+1366/1368,GRP580,12,SMMFG00794-01,273550,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER DUAL CHAMBER RATE RESPONSIVE NON MRI COMPATIBLE,ST.JUDE,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER DUAL CHAMBER VERITY DR 5456+1366/1368_OTHERS_NAN_ST.JUDE_PACEMAKER DUAL CHAMBER VERITY DR 5456+1366/1368_1
207735,6008765C16802C03E8B1B319,403780,NAN,PACEMAKER DUAL CHAMBER VERITY DR 5456+1366/1368,CAT104,NAN,NAN,NO,FOR150,PACEMAKER DUAL CHAMBER VERITY DR 5456+1366/1368,GRP580,12,SMMFG00794-01,0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER DUAL CHAMBER RATE RESPONSIVE NON MRI COMPATIBLE,ST.JUDE,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER DUAL CHAMBER VERITY DR 5456+1366/1368_OTHERS_NAN_ST.JUDE_PACEMAKER DUAL CHAMBER VERITY DR 5456+1366/1368_1
207761,6008765C16802C03E8B1B333,403806,NAN,PACEMAKER SINGLE CHAMBER RELIA VVI RES01,CAT104,NAN,NAN,NO,FOR150,PACEMAKER SINGLE CHAMBER RELIA VVI RES01,GRP584,12,SMMFG00702-01,82400,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER SINGLE CHAMBER NON MRI COMPATIBLE,MEDTRONIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER SINGLE CHAMBER RELIA VVI RES01_OTHERS_NAN_MEDTRONIC_PACEMAKER SINGLE CHAMBER RELIA VVI RES01_1
207821,6008765C16802C03E8B1B36F,403866,NAN,PACEMAKER SINGLE CHAMBER RELIA VVI RES01,CAT104,NAN,NAN,NO,FOR150,PACEMAKER SINGLE CHAMBER RELIA VVI RES01,GRP584,12,SMMFG00702-01,82400,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER SINGLE CHAMBER NON MRI COMPATIBLE,MEDTRONIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER SINGLE CHAMBER RELIA VVI RES01_OTHERS_NAN_MEDTRONIC_PACEMAKER SINGLE CHAMBER RELIA VVI RES01_1
207822,6008765C16802C03E8B1B370,403867,NAN,PACEMAKER SINGLE CHAMBER VERITY VVI 5056+1948,CAT104,NAN,NAN,NO,FOR150,PACEMAKER SINGLE CHAMBER VERITY VVI 5056+1948,GRP584,12,SMMFG00794-01,0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER SINGLE CHAMBER NON MRI COMPATIBLE,ST.JUDE,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER SINGLE CHAMBER VERITY VVI 5056+1948_OTHERS_NAN_ST.JUDE_PACEMAKER SINGLE CHAMBER VERITY VVI 5056+1948_1
207823,6008765C16802C03E8B1B371,403868,NAN,PACEMAKER SINGLE CHAMBER VERITY VVI 5056+1948,CAT104,NAN,NAN,NO,FOR150,PACEMAKER SINGLE CHAMBER VERITY VVI 5056+1948,GRP584,12,SMMFG00794-01,0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER SINGLE CHAMBER NON MRI COMPATIBLE,ST.JUDE,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER SINGLE CHAMBER VERITY VVI 5056+1948_OTHERS_NAN_ST.JUDE_PACEMAKER SINGLE CHAMBER VERITY VVI 5056+1948_1
207839,6008765C16802C03E8B1B381,403884,NAN,PACEMAKER SINGLE CHAMBER SENSIA VR SESR01,CAT104,NAN,NAN,NO,FOR150,PACEMAKER SINGLE CHAMBER SENSIA VR SESR01,GRP586,12,SMMFG00702-01,127548,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER SINGLE CHAMBER RATE RESPONSIVE NON MRI COMPATIBLE,MEDTRONIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER SINGLE CHAMBER SENSIA VR SESR01_OTHERS_NAN_MEDTRONIC_PACEMAKER SINGLE CHAMBER SENSIA VR SESR01_1
207842,6008765C16802C03E8B1B384,403887,NAN,PACEMAKER SINGLE CHAMBER SENSIA VR SESR01,CAT104,NAN,NAN,NO,FOR150,PACEMAKER SINGLE CHAMBER SENSIA VR SESR01,GRP586,12,SMMFG00702-01,90000,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER SINGLE CHAMBER RATE RESPONSIVE NON MRI COMPATIBLE,MEDTRONIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER SINGLE CHAMBER SENSIA VR SESR01_OTHERS_NAN_MEDTRONIC_PACEMAKER SINGLE CHAMBER SENSIA VR SESR01_1
207911,6008765C16802C03E8B1B3C9,403956,NAN,PACEMAKER LEADS BRILLIANT VITALITY-2,CAT104,NAN,NAN,NO,FOR150,PACEMAKER LEADS BRILLIANT VITALITY-2,GRP587,28,SMMFG02210-01,0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER LEAD,VITATRON,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER LEADS BRILLIANT VITALITY-2_OTHERS_NAN_VITATRON_PACEMAKER LEADS BRILLIANT VITALITY-2_1
207912,6008765C16802C03E8B1B3CA,403957,NAN,PACEMAKER LEADS BRILLIANT VITALITY-2,CAT104,NAN,NAN,NO,FOR150,PACEMAKER LEADS BRILLIANT VITALITY-2,GRP587,28,SMMFG02210-01,0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER LEAD,VITATRON,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER LEADS BRILLIANT VITALITY-2_OTHERS_NAN_VITATRON_PACEMAKER LEADS BRILLIANT VITALITY-2_1
208330,6008765C16802C03E8B1B56C,404375,NAN,SCREW SCHANZ,CAT104,NAN,NAN,NO,FOR150,SCREW SCHANZ,GRP611,12,SMMFG02235-01,0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC153,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,FIXATION SYSTEMS,HITECH,IMPLANTS,ORTHOPAEDICS,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,SCREW SCHANZ_OTHERS_NAN_HITECH_SCREW SCHANZ_1
208331,6008765C16802C03E8B1B56D,404376,NAN,SCREW SCHANZ,CAT104,NAN,NAN,NO,FOR150,SCREW SCHANZ,GRP611,12,SMMFG02235-01,117,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC153,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,FIXATION SYSTEMS,HITECH,IMPLANTS,ORTHOPAEDICS,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,SCREW SCHANZ_OTHERS_NAN_HITECH_SCREW SCHANZ_1
210660,6008765D16802C03E8B1BE86,406705,NAN,SCREW CORTICAL S.S,CAT104,NAN,NAN,NO,FOR150,SCREW CORTICAL S.S,GRP506,28,SMMFG01753-01,273,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC153,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,FIXATION SYSTEMS SCREWS CORTICAL,SMPL,IMPLANTS,ORTHOPAEDICS,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,SCREW CORTICAL S.S_OTHERS_NAN_SMPL_SCREW CORTICAL S.S_1
210661,6008765D16802C03E8B1BE87,406706,NAN,SCREW CORTICAL S.S,CAT104,NAN,NAN,NO,FOR150,SCREW CORTICAL S.S,GRP506,28,SMMFG01753-01,273,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC153,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,FIXATION SYSTEMS SCREWS CORTICAL,SMPL,IMPLANTS,ORTHOPAEDICS,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,SCREW CORTICAL S.S_OTHERS_NAN_SMPL_SCREW CORTICAL S.S_1
211363,6008765D16802C03E8B1C146,407409,NAN,SCREW CORTICAL S.S,CAT104,NAN,NAN,NO,FOR150,SCREW CORTICAL S.S,GRP642,12,SMMFG01753-01,273,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC153,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,FIXATION SYSTEMS SCREWS,SMPL,IMPLANTS,ORTHOPAEDICS,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,SCREW CORTICAL S.S_OTHERS_NAN_SMPL_SCREW CORTICAL S.S_1
211364,6008765D16802C03E8B1C147,407410,NAN,SCREW CORTICAL S.S,CAT104,NAN,NAN,NO,FOR150,SCREW CORTICAL S.S,GRP642,12,SMMFG01753-01,273,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC153,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,FIXATION SYSTEMS SCREWS,SMPL,IMPLANTS,ORTHOPAEDICS,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,SCREW CORTICAL S.S_OTHERS_NAN_SMPL_SCREW CORTICAL S.S_1
211736,6008765D16802C03E8B1C2BB,407782,NAN,SCREW CERVICAL SPINE SELF DRIL VECTRA 04.613.517,CAT104,NAN,4.0 X 17MM,NO,FOR150,SCREW CERVICAL SPINE SELF DRIL VECTRA 04.613.517,GRP642,5,SMMFG00909-01,4043,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC109,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,FIXATION SYSTEMS SCREWS,SYNTHES,IMPLANTS,NEUROLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,SCREW CERVICAL SPINE SELF DRIL VECTRA 04.613.517_OTHERS_4.0 X 17MM_SYNTHES_SCREW CERVICAL SPINE SELF DRIL VECTRA 04.613.517_1
211737,6008765D16802C03E8B1C2BC,407783,NAN,SCREW CERVICAL SPINE SELF DRIL VECTRA 04.613.517,CAT104,NAN,4.0 X 17MM,NO,FOR150,SCREW CERVICAL SPINE SELF DRIL VECTRA 04.613.517,GRP642,5,SMMFG00909-01,2695,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC109,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,FIXATION SYSTEMS SCREWS,SYNTHES,IMPLANTS,NEUROLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,SCREW CERVICAL SPINE SELF DRIL VECTRA 04.613.517_OTHERS_4.0 X 17MM_SYNTHES_SCREW CERVICAL SPINE SELF DRIL VECTRA 04.613.517_1
