,_id,stratmed_sku,brand_code,brand_name,category,committed_volume,dose_size,dpco_list,form,generic_name,group,gst,manufacturer_code,mrp,price_effective_from_date,price_effective_to_date,purchase_price_w_gst,remarks,roa,status,subcategory,therapy_code,unit_per_pack,uom_pack_type,business_unit,dpco_ceiling_price,hsn_code,innovator_brand,marketed_by,therapy_name,group_name,manufacturer_name,category_name,subcategory_name,form_name,roa_name,created_by,created_date,unit_per_pack_num,update_date,updated_by,1m_mfg_name,generic_code,combined
206885,6008765C16802C03E8B1AFB6,402913,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET3021,CAT104,NAN,3.0X21MM,NO,FOR150,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET3021,GRP540,12,SMMFG00850-01,31584,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC131,STH107,1,PIECE,NAN,NAN,NAN,NO,TRANSLUMINA,OTHERS,CORONARY STENT DRUG ELUTING SIROLIMUS,TRANSLUMINA,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET3021_OTHERS_3.0X21MM_STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET3021_1_31584
206927,6008765C16802C03E8B1AFEC,402967,NAN,STENT CORONARY DRUG ELUTING ULTIMASTER,CAT104,NAN,2.75 X� 28MM,YES,FOR150,STENT CORONARY DRUG ELUTING ULTIMASTER,GRP540,5,SMMFG00758-01,31584,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CORONARY STENT DRUG ELUTING SIROLIMUS,TERUMO,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,STENT CORONARY DRUG ELUTING ULTIMASTER_OTHERS_2.75 X� 28MM_STENT CORONARY DRUG ELUTING ULTIMASTER_1_31584
206933,6008765C16802C03E8B1AFF2,402973,NAN,STENT CORONARY DRUG ELUTING ULTIMASTER,CAT104,NAN,2.75 X� 28MM,YES,FOR150,STENT CORONARY DRUG ELUTING ULTIMASTER,GRP540,5,SMMFG00758-01,31584,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CORONARY STENT DRUG ELUTING SIROLIMUS,TERUMO,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,STENT CORONARY DRUG ELUTING ULTIMASTER_OTHERS_2.75 X� 28MM_STENT CORONARY DRUG ELUTING ULTIMASTER_1_31584
206940,6008765C16802C03E8B1AFFA,402981,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2716,CAT104,NAN,2.75X16MM,NO,FOR150,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2716,GRP540,5,SMMFG00850-01,31584,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC131,STH107,1,PIECE,NAN,NAN,NAN,NO,TRANSLUMINA,OTHERS,CORONARY STENT DRUG ELUTING SIROLIMUS,TRANSLUMINA,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2716_OTHERS_2.75X16MM_STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2716_1_31584
206941,6008765C16802C03E8B1AFFB,402982,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2728,CAT104,NAN,2.75X28MM,NO,FOR150,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2728,GRP540,12,SMMFG00850-01,31584,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC131,STH107,1,PIECE,NAN,NAN,NAN,NO,TRANSLUMINA,OTHERS,CORONARY STENT DRUG ELUTING SIROLIMUS,TRANSLUMINA,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2728_OTHERS_2.75X28MM_STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2728_1_31584
207358,6008765C16802C03E8B1B19F,403402,NAN,AICD SINGLE CHAMBER MAXIMO II VR D284VRC,CAT104,NAN,NAN,NO,FOR150,AICD SINGLE CHAMBER MAXIMO II VR D284VRC,GRP561,12,SMMFG00702-01,615284,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES AICD SINGLE CHAMBER NON MRI COMPATIBLE,MEDTRONIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,AICD SINGLE CHAMBER MAXIMO II VR D284VRC_OTHERS_NAN_AICD SINGLE CHAMBER MAXIMO II VR D284VRC_1_615284
207380,6008765C16802C03E8B1B1B5,403424,NAN,AICD SINGLE CHAMBER ELLIPSE VR CD 1277-36Q,CAT104,NAN,NAN,NO,FOR150,AICD SINGLE CHAMBER ELLIPSE VR CD 1277-36Q,GRP561,12,SMMFG00794-01,325000,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC131,STH107,1,PIECE,NAN,NAN,NAN,NO,ST.JUDE,OTHERS,CRM DEVICES AICD SINGLE CHAMBER NON MRI COMPATIBLE,ST.JUDE,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,AICD SINGLE CHAMBER ELLIPSE VR CD 1277-36Q_OTHERS_NAN_AICD SINGLE CHAMBER ELLIPSE VR CD 1277-36Q_1_325000
207381,6008765C16802C03E8B1B1B6,403425,NAN,AICD SINGLE CHAMBER ELLIPSE VR CD 1277-36Q,CAT104,NAN,NAN,NO,FOR150,AICD SINGLE CHAMBER ELLIPSE VR CD 1277-36Q,GRP561,12,SMMFG00794-01,325000,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC131,STH107,1,PIECE,NAN,NAN,NAN,NO,ST.JUDE,OTHERS,CRM DEVICES AICD SINGLE CHAMBER NON MRI COMPATIBLE,ST.JUDE,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,AICD SINGLE CHAMBER ELLIPSE VR CD 1277-36Q_OTHERS_NAN_AICD SINGLE CHAMBER ELLIPSE VR CD 1277-36Q_1_325000
207382,6008765C16802C03E8B1B1B7,403426,NAN,AICD SINGLE CHAMBER MAXIMO II VR D284VRC,CAT104,NAN,NAN,NO,FOR150,AICD SINGLE CHAMBER MAXIMO II VR D284VRC,GRP561,12,SMMFG00702-01,615284,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES AICD SINGLE CHAMBER NON MRI COMPATIBLE,MEDTRONIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,AICD SINGLE CHAMBER MAXIMO II VR D284VRC_OTHERS_NAN_AICD SINGLE CHAMBER MAXIMO II VR D284VRC_1_615284
207510,6008765C16802C03E8B1B237,403554,NAN,CRTP (BIVENTRICULAR PACEMAKER) SYNCRA C2TR01,CAT104,NAN,NAN,NO,FOR150,CRTP (BIVENTRICULAR PACEMAKER) SYNCRA C2TR01,GRP570,12,SMMFG00702-01,558623,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES CRTP (BIVENTRICULAR PACEMAKER) DF-1 LEAD CONNECTOR NON MRI COMPATIBLE,MEDTRONIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,CRTP (BIVENTRICULAR PACEMAKER) SYNCRA C2TR01_OTHERS_NAN_CRTP (BIVENTRICULAR PACEMAKER) SYNCRA C2TR01_1_558623
207528,6008765C16802C03E8B1B249,403572,NAN,CRTP (BIVENTRICULAR PACEMAKER) SYNCRA C2TR01,CAT104,NAN,NAN,NO,FOR150,CRTP (BIVENTRICULAR PACEMAKER) SYNCRA C2TR01,GRP570,12,SMMFG00702-01,558623,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES CRTP (BIVENTRICULAR PACEMAKER) DF-1 LEAD CONNECTOR NON MRI COMPATIBLE,MEDTRONIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,CRTP (BIVENTRICULAR PACEMAKER) SYNCRA C2TR01_OTHERS_NAN_CRTP (BIVENTRICULAR PACEMAKER) SYNCRA C2TR01_1_558623
207656,6008765C16802C03E8B1B2CA,403701,NAN,PACEMAKER DUAL CHAMBER ESSENTIO EL DR 60L131-100,CAT104,NAN,NAN,NO,FOR150,PACEMAKER DUAL CHAMBER ESSENTIO EL DR 60L131-100,GRP578,12,SMMFG00806-01,376000,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER DUAL CHAMBER RATE RESPONSIVE MRI COMPATIBLE 1.5 TESLA,BOSTON SCIENTIFIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER DUAL CHAMBER ESSENTIO EL DR 60L131-100_OTHERS_NAN_PACEMAKER DUAL CHAMBER ESSENTIO EL DR 60L131-100_1_376000
207667,6008765C16802C03E8B1B2D5,403712,NAN,PACEMAKER DUAL CHAMBER ESSENTIO EL DR 60L131-100,CAT104,NAN,NAN,NO,FOR150,PACEMAKER DUAL CHAMBER ESSENTIO EL DR 60L131-100,GRP578,12,SMMFG00806-01,376000,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER DUAL CHAMBER RATE RESPONSIVE MRI COMPATIBLE 1.5 TESLA,BOSTON SCIENTIFIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER DUAL CHAMBER ESSENTIO EL DR 60L131-100_OTHERS_NAN_PACEMAKER DUAL CHAMBER ESSENTIO EL DR 60L131-100_1_376000
207689,6008765C16802C03E8B1B2EB,403734,NAN,PACEMAKER DUAL CHAMBER ADAPTA DR WITH XTRA LONGIVITY ADDRL1,CAT104,NAN,NAN,NO,FOR150,PACEMAKER DUAL CHAMBER ADAPTA DR WITH XTRA LONGIVITY ADDRL1,GRP580,12,SMMFG00702-01,252690,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER DUAL CHAMBER RATE RESPONSIVE NON MRI COMPATIBLE,MEDTRONIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER DUAL CHAMBER ADAPTA DR WITH XTRA LONGIVITY ADDRL1_OTHERS_NAN_PACEMAKER DUAL CHAMBER ADAPTA DR WITH XTRA LONGIVITY ADDRL1_1_252690
207732,6008765C16802C03E8B1B316,403777,NAN,PACEMAKER DUAL CHAMBER ADAPTA DR WITH XTRA LONGIVITY ADDRL1,CAT104,NAN,NAN,NO,FOR150,PACEMAKER DUAL CHAMBER ADAPTA DR WITH XTRA LONGIVITY ADDRL1,GRP580,12,SMMFG00702-01,252690,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER DUAL CHAMBER RATE RESPONSIVE NON MRI COMPATIBLE,MEDTRONIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER DUAL CHAMBER ADAPTA DR WITH XTRA LONGIVITY ADDRL1_OTHERS_NAN_PACEMAKER DUAL CHAMBER ADAPTA DR WITH XTRA LONGIVITY ADDRL1_1_252690
207761,6008765C16802C03E8B1B333,403806,NAN,PACEMAKER SINGLE CHAMBER RELIA VVI RES01,CAT104,NAN,NAN,NO,FOR150,PACEMAKER SINGLE CHAMBER RELIA VVI RES01,GRP584,12,SMMFG00702-01,82400,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER SINGLE CHAMBER NON MRI COMPATIBLE,MEDTRONIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER SINGLE CHAMBER RELIA VVI RES01_OTHERS_NAN_PACEMAKER SINGLE CHAMBER RELIA VVI RES01_1_82400
207821,6008765C16802C03E8B1B36F,403866,NAN,PACEMAKER SINGLE CHAMBER RELIA VVI RES01,CAT104,NAN,NAN,NO,FOR150,PACEMAKER SINGLE CHAMBER RELIA VVI RES01,GRP584,12,SMMFG00702-01,82400,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER SINGLE CHAMBER NON MRI COMPATIBLE,MEDTRONIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER SINGLE CHAMBER RELIA VVI RES01_OTHERS_NAN_PACEMAKER SINGLE CHAMBER RELIA VVI RES01_1_82400
207822,6008765C16802C03E8B1B370,403867,NAN,PACEMAKER SINGLE CHAMBER VERITY VVI 5056+1948,CAT104,NAN,NAN,NO,FOR150,PACEMAKER SINGLE CHAMBER VERITY VVI 5056+1948,GRP584,12,SMMFG00794-01,0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER SINGLE CHAMBER NON MRI COMPATIBLE,ST.JUDE,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER SINGLE CHAMBER VERITY VVI 5056+1948_OTHERS_NAN_PACEMAKER SINGLE CHAMBER VERITY VVI 5056+1948_1_0
207823,6008765C16802C03E8B1B371,403868,NAN,PACEMAKER SINGLE CHAMBER VERITY VVI 5056+1948,CAT104,NAN,NAN,NO,FOR150,PACEMAKER SINGLE CHAMBER VERITY VVI 5056+1948,GRP584,12,SMMFG00794-01,0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER SINGLE CHAMBER NON MRI COMPATIBLE,ST.JUDE,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER SINGLE CHAMBER VERITY VVI 5056+1948_OTHERS_NAN_PACEMAKER SINGLE CHAMBER VERITY VVI 5056+1948_1_0
207911,6008765C16802C03E8B1B3C9,403956,NAN,PACEMAKER LEADS BRILLIANT VITALITY-2,CAT104,NAN,NAN,NO,FOR150,PACEMAKER LEADS BRILLIANT VITALITY-2,GRP587,28,SMMFG02210-01,0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER LEAD,VITATRON,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER LEADS BRILLIANT VITALITY-2_OTHERS_NAN_PACEMAKER LEADS BRILLIANT VITALITY-2_1_0
207912,6008765C16802C03E8B1B3CA,403957,NAN,PACEMAKER LEADS BRILLIANT VITALITY-2,CAT104,NAN,NAN,NO,FOR150,PACEMAKER LEADS BRILLIANT VITALITY-2,GRP587,28,SMMFG02210-01,0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER LEAD,VITATRON,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER LEADS BRILLIANT VITALITY-2_OTHERS_NAN_PACEMAKER LEADS BRILLIANT VITALITY-2_1_0
208331,6008765C16802C03E8B1B56D,404376,NAN,SCREW SCHANZ,CAT104,NAN,NAN,NO,FOR150,SCREW SCHANZ,GRP611,12,SMMFG02235-01,117,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC153,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,FIXATION SYSTEMS,HITECH,IMPLANTS,ORTHOPAEDICS,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,SCREW SCHANZ_OTHERS_NAN_SCREW SCHANZ_1_117
210660,6008765D16802C03E8B1BE86,406705,NAN,SCREW CORTICAL S.S,CAT104,NAN,NAN,NO,FOR150,SCREW CORTICAL S.S,GRP506,28,SMMFG01753-01,273,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC153,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,FIXATION SYSTEMS SCREWS CORTICAL,SMPL,IMPLANTS,ORTHOPAEDICS,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,SCREW CORTICAL S.S_OTHERS_NAN_SCREW CORTICAL S.S_1_273
210661,6008765D16802C03E8B1BE87,406706,NAN,SCREW CORTICAL S.S,CAT104,NAN,NAN,NO,FOR150,SCREW CORTICAL S.S,GRP506,28,SMMFG01753-01,273,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC153,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,FIXATION SYSTEMS SCREWS CORTICAL,SMPL,IMPLANTS,ORTHOPAEDICS,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,SCREW CORTICAL S.S_OTHERS_NAN_SCREW CORTICAL S.S_1_273
211363,6008765D16802C03E8B1C146,407409,NAN,SCREW CORTICAL S.S,CAT104,NAN,NAN,NO,FOR150,SCREW CORTICAL S.S,GRP642,12,SMMFG01753-01,273,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC153,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,FIXATION SYSTEMS SCREWS,SMPL,IMPLANTS,ORTHOPAEDICS,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,SCREW CORTICAL S.S_OTHERS_NAN_SCREW CORTICAL S.S_1_273
211364,6008765D16802C03E8B1C147,407410,NAN,SCREW CORTICAL S.S,CAT104,NAN,NAN,NO,FOR150,SCREW CORTICAL S.S,GRP642,12,SMMFG01753-01,273,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC153,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,FIXATION SYSTEMS SCREWS,SMPL,IMPLANTS,ORTHOPAEDICS,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,SCREW CORTICAL S.S_OTHERS_NAN_SCREW CORTICAL S.S_1_273
211948,6008765E16802C03E8B1C38F,407994,NAN,SCREW MONOPOLY PEDICLE POLYAXIAL WITH NUT,CAT104,NAN,NAN,NO,FOR150,SCREW MONOPOLY PEDICLE POLYAXIAL WITH NUT,GRP643,28,SMMFG02221-01,12701.58,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC109,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,FIXATION SYSTEMS SCREWS POLYAXIAL,SIGNUS,IMPLANTS,NEUROLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,SCREW MONOPOLY PEDICLE POLYAXIAL WITH NUT_OTHERS_NAN_SCREW MONOPOLY PEDICLE POLYAXIAL WITH NUT_1_12701.58
211949,6008765E16802C03E8B1C390,407995,NAN,SCREW MONOPOLY PEDICLE POLYAXIAL WITH NUT,CAT104,NAN,NAN,NO,FOR150,SCREW MONOPOLY PEDICLE POLYAXIAL WITH NUT,GRP643,28,SMMFG02221-01,12701.58,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC109,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,FIXATION SYSTEMS SCREWS POLYAXIAL,SIGNUS,IMPLANTS,NEUROLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,SCREW MONOPOLY PEDICLE POLYAXIAL WITH NUT_OTHERS_NAN_SCREW MONOPOLY PEDICLE POLYAXIAL WITH NUT_1_12701.58
212003,6008765E16802C03E8B1C3C6,408049,NAN,SCREW SCHANZ,CAT104,NAN,NAN,NO,FOR150,SCREW SCHANZ,GRP644,28,SMMFG02235-01,117,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC153,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,FIXATION SYSTEMS SCREWS SCHENAZ,HITECH,IMPLANTS,ORTHOPAEDICS,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,SCREW SCHANZ_OTHERS_NAN_SCREW SCHANZ_1_117
212098,6008765E16802C03E8B1C425,408144,NAN,KIRCHNER WIRE,CAT104,NAN,DIA 9'' 3.5MM,NO,FOR150,KIRCHNER WIRE,GRP647,28,SMMFG02203-01,0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC153,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,FIXATION SYSTEMS WIRES KIRSCHNER,ORTHOLINE MEDTITECH,IMPLANTS,ORTHOPAEDICS,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,KIRCHNER WIRE_OTHERS_DIA 9'' 3.5MM_KIRCHNER WIRE_1_0
212108,6008765E16802C03E8B1C42F,408154,NAN,KIRCHNER WIRE,CAT104,NAN,NAN,NO,FOR150,KIRCHNER WIRE,GRP647,28,SMMFG02235-01,0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC153,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,FIXATION SYSTEMS WIRES KIRSCHNER,HITECH,IMPLANTS,ORTHOPAEDICS,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,KIRCHNER WIRE_OTHERS_NAN_KIRCHNER WIRE_1_0
212109,6008765E16802C03E8B1C430,408155,NAN,KIRCHNER WIRE,CAT104,NAN,NAN,NO,FOR150,KIRCHNER WIRE,GRP647,28,SMMFG02235-01,0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC153,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,FIXATION SYSTEMS WIRES KIRSCHNER,HITECH,IMPLANTS,ORTHOPAEDICS,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,KIRCHNER WIRE_OTHERS_NAN_KIRCHNER WIRE_1_0
212110,6008765E16802C03E8B1C431,408156,NAN,KIRCHNER WIRE,CAT104,NAN,NAN,NO,FOR150,KIRCHNER WIRE,GRP647,28,SMMFG02235-01,0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC153,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,FIXATION SYSTEMS WIRES KIRSCHNER,HITECH,IMPLANTS,ORTHOPAEDICS,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,KIRCHNER WIRE_OTHERS_NAN_KIRCHNER WIRE_1_0
212118,6008765E16802C03E8B1C439,408164,NAN,KIRCHNER WIRE,CAT104,NAN,1.5MM,NO,FOR150,KIRCHNER WIRE,GRP647,28,SMMFG02313-01,0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC153,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,FIXATION SYSTEMS WIRES KIRSCHNER,CORTEX,IMPLANTS,ORTHOPAEDICS,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,KIRCHNER WIRE_OTHERS_1.5MM_KIRCHNER WIRE_1_0
212128,6008765E16802C03E8B1C443,408174,NAN,KIRCHNER WIRE,CAT104,NAN,NAN,NO,FOR150,KIRCHNER WIRE,GRP647,28,SMMFG02235-01,0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC153,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,FIXATION SYSTEMS WIRES KIRSCHNER,HITECH,IMPLANTS,ORTHOPAEDICS,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,KIRCHNER WIRE_OTHERS_NAN_KIRCHNER WIRE_1_0
212131,6008765E16802C03E8B1C447,408178,NAN,KIRCHNER WIRE,CAT104,NAN,1.5MM,NO,FOR150,KIRCHNER WIRE,GRP647,28,SMMFG02256-01,0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC153,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,FIXATION SYSTEMS WIRES KIRSCHNER,SONY SURGICAL,IMPLANTS,ORTHOPAEDICS,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,KIRCHNER WIRE_OTHERS_1.5MM_KIRCHNER WIRE_1_0
212133,6008765E16802C03E8B1C449,408180,NAN,KIRCHNER WIRE,CAT104,NAN,NAN,NO,FOR150,KIRCHNER WIRE,GRP647,28,SMMFG02171-01,0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC153,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,FIXATION SYSTEMS WIRES KIRSCHNER,BIOTEK,IMPLANTS,ORTHOPAEDICS,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,KIRCHNER WIRE_OTHERS_NAN_KIRCHNER WIRE_1_0
212134,6008765E16802C03E8B1C44A,408181,NAN,KIRCHNER WIRE,CAT104,NAN,NAN,NO,FOR150,KIRCHNER WIRE,GRP647,28,SMMFG02171-01,0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC153,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,FIXATION SYSTEMS WIRES KIRSCHNER,BIOTEK,IMPLANTS,ORTHOPAEDICS,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,KIRCHNER WIRE_OTHERS_NAN_KIRCHNER WIRE_1_0
